1825160,41.243,110.525,-2.100,6.715,-0.023,-4.431,-1.539,-1.732
1825264,41.232,110.592,-2.088,6.723,0.008,-4.832,-1.444,-1.793
1825368,41.219,110.584,-2.088,6.754,-0.019,-4.706,-1.969,-1.812
1825472,41.223,110.601,-2.081,6.742,0.008,-4.542,-2.030,-1.766
1825576,41.227,110.634,-2.081,6.746,-0.004,-5.182,-1.295,-1.640
1825681,41.210,110.655,-2.077,6.719,0.008,-5.379,-1.520,-1.755
1825785,41.215,110.659,-2.100,6.711,0.019,-4.900,-2.080,-1.804
1825889,41.223,110.605,-2.108,6.711,-0.030,-4.694,-2.149,-1.934
1825994,41.215,110.588,-2.108,6.715,0.000,-5.216,-1.638,-1.854
