5319471,1.128,38.725,-2.367,53.394,0.582,14.689,-1.665,-1.774
5319576,1.120,38.826,-2.402,53.415,0.558,15.045,-1.474,-1.812
5319681,1.132,38.841,-2.405,53.402,0.590,14.729,-2.091,-1.751
5319786,1.121,38.757,-2.390,53.402,0.558,15.633,-2.171,-1.583
5319891,1.120,38.699,-2.371,53.339,0.539,15.477,-1.505,-1.747
5319996,1.132,38.685,-2.398,53.377,0.570,15.362,-1.806,-1.923
5320101,1.136,38.754,-2.390,53.356,0.574,15.061,-2.282,-1.789
5320206,1.120,38.808,-2.386,53.305,0.543,15.041,-1.870,-1.797
